# source_api_id	status	crystal_refs	notes
src/graph/facts.ts::const::BUILTIN_RULES	missing	-	baseline
src/graph/facts.ts::const::MEMBER_RULES	missing	-	baseline
src/graph/facts.ts::function::escapeAtom	missing	-	baseline
src/graph/facts.ts::function::graphToProlog	missing	-	baseline
src/graph/facts.ts::interface::PrologOptions	missing	-	baseline
src/graph/graph-util.ts::function::buildUndirectedGraph	missing	-	baseline
src/graph/graph-util.ts::function::collectNodes	missing	-	baseline
src/graph/graph-util.ts::function::forEachUndirectedEdge	missing	-	baseline
src/graph/graph-util.ts::function::undirectedDegree	missing	-	baseline
src/graph/insights.ts::const::DEFAULT_HUB_TOP_N	missing	-	baseline
src/graph/insights.ts::function::detectBridges	missing	-	baseline
src/graph/insights.ts::function::detectHubs	missing	-	baseline
src/graph/insights.ts::function::detectSurprisingConnections	missing	-	baseline
src/graph/insights.ts::interface::Bridge	missing	-	baseline
src/graph/insights.ts::interface::Hub	missing	-	baseline
src/graph/insights.ts::interface::HubOptions	missing	-	baseline
src/graph/insights.ts::interface::SurpriseOptions	missing	-	baseline
src/graph/insights.ts::interface::SurprisingConnection	missing	-	baseline
src/graph/insights.ts::type::SurpriseReason	missing	-	baseline
src/graph/map.ts::const::DEFAULT_DOC_LEN	missing	-	baseline
src/graph/map.ts::const::DEFAULT_MAX_EXPORTS_PER_FILE	missing	-	baseline
src/graph/map.ts::function::buildDirTree	missing	-	baseline
src/graph/map.ts::function::buildFileDetail	missing	-	baseline
src/graph/map.ts::function::buildOverview	missing	-	baseline
src/graph/map.ts::function::buildSymbolDetail	missing	-	baseline
src/graph/map.ts::function::dedupeImports	missing	-	baseline
src/graph/map.ts::function::fileNode	missing	-	baseline
src/graph/map.ts::function::fileNodes	missing	-	baseline
src/graph/map.ts::function::formatTokens	missing	-	baseline
src/graph/map.ts::function::globMatch	missing	-	baseline
src/graph/map.ts::function::groupBy	missing	-	baseline
src/graph/map.ts::function::kindPriority	missing	-	baseline
src/graph/map.ts::function::normalizeInclude	missing	-	baseline
src/graph/map.ts::function::renderFileHeadline	missing	-	baseline
src/graph/map.ts::function::renderFileMd	missing	-	baseline
src/graph/map.ts::function::renderMap	missing	-	baseline
src/graph/map.ts::function::renderOverviewMd	missing	-	baseline
src/graph/map.ts::function::renderSymbolLine	missing	-	baseline
src/graph/map.ts::function::renderSymbolMd	missing	-	baseline
src/graph/map.ts::function::toSymbolEntry	missing	-	baseline
src/graph/map.ts::function::truncateDoc	missing	-	baseline
src/graph/map.ts::interface::BuildOverviewOptions	missing	-	baseline
src/graph/map.ts::interface::DirNode	missing	-	baseline
src/graph/map.ts::interface::FileDetail	missing	-	baseline
src/graph/map.ts::interface::OverviewFile	missing	-	baseline
src/graph/map.ts::interface::OverviewMap	missing	-	baseline
src/graph/map.ts::interface::OverviewSummary	missing	-	baseline
src/graph/map.ts::interface::SymbolDetail	missing	-	baseline
src/graph/map.ts::interface::SymbolEntry	missing	-	baseline
src/graph/map.ts::type::AnyMap	missing	-	baseline
src/graph/map.ts::type::MapFormat	missing	-	baseline
src/graph/mermaid.ts::const::FLOWCHART_RULES	missing	-	baseline
src/graph/mermaid.ts::const::STATE_RULES	missing	-	baseline
src/graph/mermaid.ts::function::detectDiagramType	missing	-	baseline
src/graph/mermaid.ts::function::extractLabel	missing	-	baseline
src/graph/mermaid.ts::function::extractMermaidGraph	missing	-	baseline
src/graph/mermaid.ts::function::generateProlog	missing	-	baseline
src/graph/mermaid.ts::function::normalizeId	missing	-	baseline
src/graph/mermaid.ts::function::parseFlowchartLine	missing	-	baseline
src/graph/mermaid.ts::function::parseMermaid	missing	-	baseline
src/graph/mermaid.ts::function::parseStateLine	missing	-	baseline
src/graph/mermaid.ts::interface::MermaidEdge	missing	-	baseline
src/graph/mermaid.ts::interface::MermaidGraph	missing	-	baseline
src/graph/mermaid.ts::interface::MermaidNode	missing	-	baseline
src/graph/mermaid.ts::type::DiagramType	missing	-	baseline
src/graph/native-analyses.ts::function::bfsForward	missing	-	baseline
src/graph/native-analyses.ts::function::buildIndex	missing	-	baseline
src/graph/native-analyses.ts::function::callees	missing	-	baseline
src/graph/native-analyses.ts::function::callers	missing	-	baseline
src/graph/native-analyses.ts::function::cycles	missing	-	baseline
src/graph/native-analyses.ts::function::deadCode	missing	-	baseline
src/graph/native-analyses.ts::function::formatPrologList	missing	-	baseline
src/graph/native-analyses.ts::function::impact	missing	-	baseline
src/graph/native-analyses.ts::function::path	missing	-	baseline
src/graph/native-analyses.ts::function::quoteIfNeeded	missing	-	baseline
src/graph/native-analyses.ts::function::reachability	missing	-	baseline
src/graph/native-analyses.ts::function::resolveTargets	missing	-	baseline
src/graph/native-analyses.ts::interface::Frame	missing	-	baseline
src/graph/native-analyses.ts::interface::GraphIndex	missing	-	baseline
src/graph/parser.ts::function::getLangConfig	missing	-	baseline
src/graph/parser.ts::function::getLanguageForFile	missing	-	baseline
src/graph/parser.ts::function::getNativeParser	missing	-	baseline
src/graph/parser.ts::function::getNativeParserInstance	missing	-	baseline
src/graph/parser.ts::function::getSupportedExtensions	missing	-	baseline
src/graph/parser.ts::function::getWasmParserInstance	missing	-	baseline
src/graph/parser.ts::function::loadLanguageSync	missing	-	baseline
src/graph/parser.ts::function::parseSource	missing	-	baseline
src/graph/parser.ts::interface::LangConfig	missing	-	baseline
src/graph/resolve-calls.ts::const::JS_BUILTIN_TYPES	missing	-	baseline
src/graph/resolve-calls.ts::function::buildClassFieldRegistry	missing	-	baseline
src/graph/resolve-calls.ts::function::buildClassMethodRegistry	missing	-	baseline
src/graph/resolve-calls.ts::function::buildMethodOwnerIndex	missing	-	baseline
src/graph/resolve-calls.ts::function::findDeclaringClass	missing	-	baseline
src/graph/resolve-calls.ts::function::findOwnerViaMethods	missing	-	baseline
src/graph/resolve-calls.ts::function::methodContainsFacts	missing	-	baseline
src/graph/resolve-calls.ts::function::resolve	missing	-	baseline
src/graph/resolve-calls.ts::function::resolveCallsWithRegistry	missing	-	baseline
src/graph/resolve-calls.ts::function::resolveChain	missing	-	baseline
src/graph/resolve-calls.ts::interface::ClassMethodRegistry	missing	-	baseline
src/graph/suffix-index.ts::const::CANDIDATE_EXTS	missing	-	baseline
src/graph/suffix-index.ts::const::STRIP_EXT_RE	missing	-	baseline
src/graph/suffix-index.ts::function::addKey	missing	-	baseline
src/graph/suffix-index.ts::function::buildSuffixIndex	missing	-	baseline
src/graph/suffix-index.ts::function::normalizeRel	missing	-	baseline
src/graph/suffix-index.ts::function::suffixResolveImport	missing	-	baseline
src/graph/suffix-index.ts::interface::SuffixIndex	missing	-	baseline
src/graph/tsconfig-aliases.ts::function::loadAndMerge	missing	-	baseline
src/graph/tsconfig-aliases.ts::function::loadTsconfigAliases	missing	-	baseline
src/graph/tsconfig-aliases.ts::function::repoRel	missing	-	baseline
src/graph/tsconfig-aliases.ts::function::stripJsonComments	missing	-	baseline
src/graph/tsconfig-aliases.ts::function::tryReadJson	missing	-	baseline
src/graph/tsconfig-aliases.ts::interface::CompiledAlias	missing	-	baseline
src/graph/tsconfig-aliases.ts::interface::RawTsconfig	missing	-	baseline
src/graph/tsconfig-aliases.ts::interface::TsconfigAliasMap	missing	-	baseline
src/graph/type-env.ts::const::CLASS_NODE_TYPES	missing	-	baseline
src/graph/type-env.ts::const::FILE_SCOPE	missing	-	baseline
src/graph/type-env.ts::const::FUNCTION_NODE_TYPES	missing	-	baseline
src/graph/type-env.ts::function::buildTypeEnv	missing	-	baseline
src/graph/type-env.ts::function::extractClassFields	missing	-	baseline
src/graph/type-env.ts::function::extractNewExpressionType	missing	-	baseline
src/graph/type-env.ts::function::extractSimpleTypeName	missing	-	baseline
src/graph/type-env.ts::function::extractVarAnnotation	missing	-	baseline
src/graph/type-env.ts::function::extractVarName	missing	-	baseline
src/graph/type-env.ts::function::findEnclosingClassName	missing	-	baseline
src/graph/type-env.ts::function::findEnclosingScopeKey	missing	-	baseline
src/graph/type-env.ts::function::getScope	missing	-	baseline
src/graph/type-env.ts::function::processDeclarator	missing	-	baseline
src/graph/type-env.ts::function::stripNullable	missing	-	baseline
src/graph/type-env.ts::function::walk	missing	-	baseline
src/graph/type-env.ts::interface::TypeEnvironment	missing	-	baseline
src/graph/type-env.ts::type::ClassFieldRegistry	missing	-	baseline
src/graph/type-env.ts::type::ClassFieldTypes	missing	-	baseline
src/graph/type-env.ts::type::TypeEnv	missing	-	baseline
src/graph/types.ts::interface::CallsFact	missing	-	baseline
src/graph/types.ts::interface::CodeGraph	missing	-	baseline
src/graph/types.ts::interface::ContainsFact	missing	-	baseline
src/graph/types.ts::interface::DefinesFact	missing	-	baseline
src/graph/types.ts::interface::ExportsFact	missing	-	baseline
src/graph/types.ts::interface::FileNode	missing	-	baseline
src/graph/types.ts::interface::FileTypeInfo	missing	-	baseline
src/graph/types.ts::interface::Hyperedge	missing	-	baseline
src/graph/types.ts::interface::ImportsFact	missing	-	baseline
src/graph/types.ts::interface::LanguageAdapter	missing	-	baseline
src/graph/types.ts::interface::PendingCall	missing	-	baseline
src/graph/types.ts::type::SymbolKind	missing	-	baseline
src/llm/anthropic.ts::class::AnthropicAdapter	missing	-	baseline
src/llm/anthropic.ts::const::DEFAULT_MAX_TOKENS	missing	-	baseline
src/llm/anthropic.ts::const::DEFAULT_MODEL	missing	-	baseline
src/llm/anthropic.ts::const::DEFAULT_TIMEOUT_MS	missing	-	baseline
src/llm/anthropic.ts::const::DEFAULT_URL	missing	-	baseline
src/llm/anthropic.ts::function::createEmbeddingFromEnv	missing	-	baseline
src/llm/anthropic.ts::function::createLLMFromEnv	missing	-	baseline
src/llm/anthropic.ts::function::data	missing	-	baseline
src/llm/anthropic.ts::interface::AnthropicConfig	missing	-	baseline
src/llm/anthropic.ts::method::AnthropicAdapter.constructor	missing	-	baseline
src/llm/azure-openai.ts::class::AzureOpenAIEmbeddingAdapter	missing	-	baseline
src/llm/azure-openai.ts::const::DEFAULT_API_VERSION	missing	-	baseline
src/llm/azure-openai.ts::const::DEFAULT_TIMEOUT_MS	missing	-	baseline
src/llm/azure-openai.ts::function::data	missing	-	baseline
src/llm/azure-openai.ts::interface::AzureOpenAIEmbeddingConfig	missing	-	baseline
src/llm/azure-openai.ts::method::AzureOpenAIEmbeddingAdapter.constructor	missing	-	baseline
src/llm/mock.ts::class::MockEmbeddingAdapter	missing	-	baseline
src/llm/mock.ts::class::MockLLMAdapter	missing	-	baseline
src/llm/mock.ts::interface::MockEmbeddingConfig	missing	-	baseline
src/llm/mock.ts::method::MockEmbeddingAdapter.constructor	missing	-	baseline
src/llm/mock.ts::method::MockLLMAdapter.constructor	missing	-	baseline
src/llm/openai-compatible.ts::class::OpenAICompatibleAdapter	missing	-	baseline
src/llm/openai-compatible.ts::class::OpenAICompatibleEmbeddingAdapter	missing	-	baseline
src/llm/openai-compatible.ts::const::DEFAULT_MAX_TOKENS	missing	-	baseline
src/llm/openai-compatible.ts::const::DEFAULT_TIMEOUT_MS	missing	-	baseline
src/llm/openai-compatible.ts::function::data	missing	-	baseline
src/llm/openai-compatible.ts::interface::OpenAICompatibleConfig	missing	-	baseline
src/llm/openai-compatible.ts::interface::OpenAICompatibleEmbeddingConfig	missing	-	baseline
src/llm/openai-compatible.ts::method::OpenAICompatibleAdapter.constructor	missing	-	baseline
src/llm/openai-compatible.ts::method::OpenAICompatibleEmbeddingAdapter.constructor	missing	-	baseline
src/llm/types.ts::interface::EmbeddingAdapter	missing	-	baseline
src/llm/types.ts::interface::LLMAdapter	missing	-	baseline
src/llm/types.ts::interface::LLMMessage	missing	-	baseline
src/mcp-server.ts::const::GRAPH_ANALYSES	missing	-	baseline
src/mcp-server.ts::const::TOOLS	missing	-	baseline
src/mcp-server.ts::function::commonPathAncestor	missing	-	baseline
src/mcp-server.ts::function::format	missing	-	baseline
src/mcp-server.ts::function::getChiasmusHome	missing	-	baseline
src/mcp-server.ts::function::handleLint	missing	-	baseline
src/mcp-server.ts::function::handleReview	missing	-	baseline
src/mcp-server.ts::function::handleSkills	missing	-	baseline
src/mcp-server.ts::function::mode	missing	-	baseline
src/mcp-server.ts::function::setupShutdownHandlers	missing	-	baseline
src/mcp-server.ts::function::shutdown	missing	-	baseline
src/review.ts::function::buildReporting	missing	-	baseline
src/review.ts::function::buildReviewPlan	missing	-	baseline
src/review.ts::function::buildSummary	missing	-	baseline
src/review.ts::function::makeArchitecturePhase	missing	-	baseline
src/review.ts::function::makeAuthorizationPhase	missing	-	baseline
src/review.ts::function::makeCorrectnessPhase	missing	-	baseline
src/review.ts::function::makeDeltaPhase	missing	-	baseline
src/review.ts::function::makeImpactPhase	missing	-	baseline
src/review.ts::function::makeOverviewPhase	missing	-	baseline
src/review.ts::function::makeResourceSafetyPhase	missing	-	baseline
src/review.ts::function::makeSecurityPhase	missing	-	baseline
src/review.ts::function::pickSuggestedTemplates	missing	-	baseline
src/review.ts::interface::ReviewAction	missing	-	baseline
src/review.ts::interface::ReviewPhase	missing	-	baseline
src/review.ts::interface::ReviewPlan	missing	-	baseline
src/review.ts::interface::ReviewReporting	missing	-	baseline
src/review.ts::interface::ReviewRequest	missing	-	baseline
src/review.ts::interface::SuggestedTemplate	missing	-	baseline
src/review.ts::type::ReviewFocus	missing	-	baseline
src/search/embedding-cache.ts::class::EmbeddingCache	missing	-	baseline
src/search/embedding-cache.ts::const::SCHEMA_VERSION	missing	-	baseline
src/search/embedding-cache.ts::interface::EmbeddingCacheConfig	missing	-	baseline
src/search/embedding-cache.ts::interface::PartitionResult	missing	-	baseline
src/search/embedding-cache.ts::method::EmbeddingCache.constructor	missing	-	baseline
src/search/engine.ts::const::SNIPPET_LINES	missing	-	baseline
src/search/engine.ts::function::buildSearchCorpus	missing	-	baseline
src/search/engine.ts::function::makeEntryId	missing	-	baseline
src/search/engine.ts::function::snippetAround	missing	-	baseline
src/search/engine.ts::interface::RunSearchOptions	missing	-	baseline
src/search/engine.ts::interface::SearchCorpusEntry	missing	-	baseline
src/search/engine.ts::interface::SearchHit	missing	-	baseline
src/search/vector-store.ts::class::VectorStore	missing	-	baseline
src/search/vector-store.ts::const::SCHEMA_VERSION	missing	-	baseline
src/search/vector-store.ts::function::l2Norm	missing	-	baseline
src/search/vector-store.ts::interface::InternalRow	missing	-	baseline
src/search/vector-store.ts::interface::VectorRecord	missing	-	baseline
src/search/vector-store.ts::interface::VectorSearchHit	missing	-	baseline
src/search/vector-store.ts::interface::VectorStoreConfig	missing	-	baseline
src/search/vector-store.ts::method::VectorStore.constructor	missing	-	baseline
src/skills/bm25.ts::const::N	missing	-	baseline
src/skills/bm25.ts::const::STOPWORDS	missing	-	baseline
src/skills/bm25.ts::function::addToIndex	missing	-	baseline
src/skills/bm25.ts::function::buildIndex	missing	-	baseline
src/skills/bm25.ts::function::removeFromIndex	missing	-	baseline
src/skills/bm25.ts::function::search	missing	-	baseline
src/skills/bm25.ts::function::tokenize	missing	-	baseline
src/skills/bm25.ts::interface::BM25Index	missing	-	baseline
src/skills/bm25.ts::interface::DocEntry	missing	-	baseline
src/skills/craft.ts::function::buildPrologInput	missing	-	baseline
src/skills/craft.ts::function::validateTemplate	missing	-	baseline
src/skills/craft.ts::interface::CraftInput	missing	-	baseline
src/skills/craft.ts::interface::CraftResult	missing	-	baseline
src/skills/learner.ts::class::SkillLearner	missing	-	baseline
src/skills/learner.ts::const::DEDUP_SIMILARITY_THRESHOLD	missing	-	baseline
src/skills/learner.ts::const::EXTRACT_SYSTEM	missing	-	baseline
src/skills/learner.ts::const::PROMOTION_SUCCESS_RATE	missing	-	baseline
src/skills/learner.ts::const::PROMOTION_THRESHOLD	missing	-	baseline
src/skills/learner.ts::method::SkillLearner.constructor	missing	-	baseline
src/skills/library.ts::class::SkillLibrary	missing	-	baseline
src/skills/library.ts::interface::SearchOptions	missing	-	baseline
src/skills/relationships.ts::function::getRelatedTemplates	missing	-	baseline
src/skills/relationships.ts::interface::RelatedTemplate	missing	-	baseline
src/skills/types.ts::interface::Normalization	missing	-	baseline
src/skills/types.ts::interface::SkillMetadata	missing	-	baseline
src/skills/types.ts::interface::SkillSearchResult	missing	-	baseline
src/skills/types.ts::interface::SkillTemplate	missing	-	baseline
src/skills/types.ts::interface::SkillWithMetadata	missing	-	baseline
src/skills/types.ts::interface::SlotDef	missing	-	baseline
src/solvers/correction-loop.ts::interface::CorrectionLoopOptions	missing	-	baseline
src/solvers/correction-loop.ts::type::CorrectionAttempt	missing	-	baseline
src/solvers/correction-loop.ts::type::CorrectionResult	missing	-	baseline
src/solvers/correction-loop.ts::type::SpecFixer	missing	-	baseline
src/solvers/prolog-solver.ts::class::CapReachedError	missing	-	baseline
src/solvers/prolog-solver.ts::class::LimitExceededError	missing	-	baseline
src/solvers/prolog-solver.ts::const::DEFAULT_MAX_INFERENCES	missing	-	baseline
src/solvers/prolog-solver.ts::const::LIMIT_EXCEEDED_ATOM	missing	-	baseline
src/solvers/prolog-solver.ts::const::LIMIT_MARKER_VAR	missing	-	baseline
src/solvers/prolog-solver.ts::const::MAX_ANSWERS	missing	-	baseline
src/solvers/prolog-solver.ts::const::MAX_TRACE_ENTRIES	missing	-	baseline
src/solvers/prolog-solver.ts::const::SAFE_PATH_RE	missing	-	baseline
src/solvers/prolog-solver.ts::function::bindingsToFormatted	missing	-	baseline
src/solvers/prolog-solver.ts::function::cleanupSession	missing	-	baseline
src/solvers/prolog-solver.ts::function::clearMessages	missing	-	baseline
src/solvers/prolog-solver.ts::function::collectErrorMessages	missing	-	baseline
src/solvers/prolog-solver.ts::function::createPrologSolver	missing	-	baseline
src/solvers/prolog-solver.ts::function::finalize	missing	-	baseline
src/solvers/prolog-solver.ts::function::findNeck	missing	-	baseline
