# source_id	kind	scope	file	name	feature	file_sha256	item_sha256	start_line	end_line	extraction
tests/validate.test.ts::test::catches empty spec	test	test	tests/validate.test.ts	catches empty spec	misc	c9451f94a025cd7db4ad704595ff8f7495766ab6e3ff06adb2c99a3eb5cbc32c	491d4674d86b286832f49b3a3babd994c269d30c24f2c6bfd02130389b2ee8e4	47	51	block
tests/validate.test.ts::test::catches missing periods in Prolog	test	test	tests/validate.test.ts	catches missing periods in Prolog	misc	c9451f94a025cd7db4ad704595ff8f7495766ab6e3ff06adb2c99a3eb5cbc32c	1bddbe7172098908d3531702c5b9edbdf711f4090b846a5a746e8aa5adf13a52	80	87	block
tests/validate.test.ts::test::catches unbalanced Prolog parentheses	test	test	tests/validate.test.ts	catches unbalanced Prolog parentheses	misc	c9451f94a025cd7db4ad704595ff8f7495766ab6e3ff06adb2c99a3eb5cbc32c	160f1778bf728b9beb271ce9f3dd94983d90a2d2947d0ce65d121c4f4e298625	89	96	block
tests/validate.test.ts::test::catches unbalanced Z3 parentheses (extra close)	test	test	tests/validate.test.ts	catches unbalanced Z3 parentheses (extra close)	misc	c9451f94a025cd7db4ad704595ff8f7495766ab6e3ff06adb2c99a3eb5cbc32c	2dab398f6389ee19deeb98a5b9634e362af3138ae9347c1f95e33096fd368db4	71	78	block
tests/validate.test.ts::test::catches unbalanced Z3 parentheses (unclosed)	test	test	tests/validate.test.ts	catches unbalanced Z3 parentheses (unclosed)	misc	c9451f94a025cd7db4ad704595ff8f7495766ab6e3ff06adb2c99a3eb5cbc32c	c73af288a16122983c1473f03f78a5490a495861d1f6dbc889227e4cba190a1f	62	69	block
tests/validate.test.ts::test::catches unfilled template slots	test	test	tests/validate.test.ts	catches unfilled template slots	misc	c9451f94a025cd7db4ad704595ff8f7495766ab6e3ff06adb2c99a3eb5cbc32c	54b0c1dbd681abbf0fd51ecbc2434f22c2c4b5a71990abc825f69b26e0a66290	53	60	block
tests/validate.test.ts::test::error detection	test	test	tests/validate.test.ts	error detection	misc	c9451f94a025cd7db4ad704595ff8f7495766ab6e3ff06adb2c99a3eb5cbc32c	b79b9875b840d15f86710e88a91a936320444accbfe8a868228320d95de38190	46	97	block
tests/validate.test.ts::test::removes check-sat from Z3 specs	test	test	tests/validate.test.ts	removes check-sat from Z3 specs	misc	c9451f94a025cd7db4ad704595ff8f7495766ab6e3ff06adb2c99a3eb5cbc32c	5d7fb6901977b99dac917abc13fe09045da465c7a6aee92d8f018261d084f513	17	25	block
tests/validate.test.ts::test::removes get-model from Z3 specs	test	test	tests/validate.test.ts	removes get-model from Z3 specs	misc	c9451f94a025cd7db4ad704595ff8f7495766ab6e3ff06adb2c99a3eb5cbc32c	5a789936d06743763ddb9313cc1c51455b468627dd9597974692744718b21dbc	27	34	block
tests/validate.test.ts::test::removes set-logic from Z3 specs	test	test	tests/validate.test.ts	removes set-logic from Z3 specs	misc	c9451f94a025cd7db4ad704595ff8f7495766ab6e3ff06adb2c99a3eb5cbc32c	7f7e49d81950c54aab6ae2ebcbe607e88e8121dd3f6bc1916e1d593f7ddf5e6f	36	43	block
tests/validate.test.ts::test::strips markdown fences	test	test	tests/validate.test.ts	strips markdown fences	misc	c9451f94a025cd7db4ad704595ff8f7495766ab6e3ff06adb2c99a3eb5cbc32c	92e976fb49cc81cfacd82e82c68c6c0a1e6a687bfacef413890b4ad324411956	6	15	block
tests/validate.test.ts::test::valid Prolog passes with no errors or fixes	test	test	tests/validate.test.ts	valid Prolog passes with no errors or fixes	misc	c9451f94a025cd7db4ad704595ff8f7495766ab6e3ff06adb2c99a3eb5cbc32c	f836a245bcd726f52fbe1d25d9ea36989ce03b79d5556601ac7887be4de863c8	109	116	block
tests/validate.test.ts::test::valid Z3 passes with no errors or fixes	test	test	tests/validate.test.ts	valid Z3 passes with no errors or fixes	misc	c9451f94a025cd7db4ad704595ff8f7495766ab6e3ff06adb2c99a3eb5cbc32c	df08a634dda3cda9819de9c74a2865f4033f33c7d05836edfe041487419e01d6	100	107	block
tests/validate.test.ts::test::valid specs pass clean	test	test	tests/validate.test.ts	valid specs pass clean	misc	c9451f94a025cd7db4ad704595ff8f7495766ab6e3ff06adb2c99a3eb5cbc32c	c2cbf39444a5daca771e9f470c5d39f86df7beb2db35ccb4c44b0c5042c9a708	99	133	block
tests/z3-solver.test.ts::test::Z3Solver	test	test	tests/z3-solver.test.ts	Z3Solver	solvers	8f24a83090ac49abab014543e46a3df8577fe2f5f5e41c6ffd1341259f397259	349c68aa0f478fc2bd4239d9265258d9edc516fd10ea50f84d5df6a9719fadd2	5	207	block
tests/z3-solver.test.ts::test::does not include unsatCore field for SAT results	test	test	tests/z3-solver.test.ts	does not include unsatCore field for SAT results	solvers	8f24a83090ac49abab014543e46a3df8577fe2f5f5e41c6ffd1341259f397259	057dfb14f1c0e3a0cb6f5295e83cbdbb341a41b79d020b62696e7ba1d44744b8	167	180	block
tests/z3-solver.test.ts::test::handles boolean satisfiability	test	test	tests/z3-solver.test.ts	handles boolean satisfiability	solvers	8f24a83090ac49abab014543e46a3df8577fe2f5f5e41c6ffd1341259f397259	dfab1eda78aa78a1cc311b3d1a9c6e4a5867e52768922051450e92255062fa63	65	84	block
tests/z3-solver.test.ts::test::handles custom datatypes	test	test	tests/z3-solver.test.ts	handles custom datatypes	solvers	8f24a83090ac49abab014543e46a3df8577fe2f5f5e41c6ffd1341259f397259	dd0ff0d77813b6e870e68add6ab1362f526d4f8827c22a5d6fbec33142c54b72	86	106	block
tests/z3-solver.test.ts::test::returns a structured error for malformed SMT-LIB	test	test	tests/z3-solver.test.ts	returns a structured error for malformed SMT-LIB	solvers	8f24a83090ac49abab014543e46a3df8577fe2f5f5e41c6ffd1341259f397259	1dd77f6ff343c88437796ea56b0e6e3a5afee84183a9386c0c854871a7845a4a	51	63	block
tests/z3-solver.test.ts::test::returns error for completely empty input	test	test	tests/z3-solver.test.ts	returns error for completely empty input	solvers	8f24a83090ac49abab014543e46a3df8577fe2f5f5e41c6ffd1341259f397259	14b6577bfc97add92c814c81571a3e27a670fd2cb4869d24f827b511716a93c3	196	206	block
tests/z3-solver.test.ts::test::returns sat with a model for satisfiable constraints	test	test	tests/z3-solver.test.ts	returns sat with a model for satisfiable constraints	solvers	8f24a83090ac49abab014543e46a3df8577fe2f5f5e41c6ffd1341259f397259	138c32a64b76f5ceee8ab50d3d9e1778da1012190d8c8148e72e005c8e4340b6	12	35	block
tests/z3-solver.test.ts::test::returns unsat core expressions for contradictory unnamed assertions	test	test	tests/z3-solver.test.ts	returns unsat core expressions for contradictory unnamed assertions	solvers	8f24a83090ac49abab014543e46a3df8577fe2f5f5e41c6ffd1341259f397259	5206e45320bf37f64a83c141abacd0f83565a183e773aa43e35600e5b9f3fbb0	148	165	block
tests/z3-solver.test.ts::test::returns unsat core for trivially unsat assertion	test	test	tests/z3-solver.test.ts	returns unsat core for trivially unsat assertion	solvers	8f24a83090ac49abab014543e46a3df8577fe2f5f5e41c6ffd1341259f397259	c2710bf29c4f8c3f94732b66a10c0184e5d9e796de725b2ad26c0f1ca8d7b5c5	182	194	block
tests/z3-solver.test.ts::test::returns unsat core with named assertions for contradictory constraints	test	test	tests/z3-solver.test.ts	returns unsat core with named assertions for contradictory constraints	solvers	8f24a83090ac49abab014543e46a3df8577fe2f5f5e41c6ffd1341259f397259	37fcccc6d1dd079e0e4a1b353e79e8de5437c6ebd8925571babf7cf4fcac8597	126	146	block
tests/z3-solver.test.ts::test::returns unsat for contradictory constraints	test	test	tests/z3-solver.test.ts	returns unsat for contradictory constraints	solvers	8f24a83090ac49abab014543e46a3df8577fe2f5f5e41c6ffd1341259f397259	db59c4b202507e4ce5213f18f16d82b91f8f02114b836ed5cbee8c591c2b9b38	37	49	block
tests/z3-solver.test.ts::test::strips check-sat and get-model from input without breaking	test	test	tests/z3-solver.test.ts	strips check-sat and get-model from input without breaking	solvers	8f24a83090ac49abab014543e46a3df8577fe2f5f5e41c6ffd1341259f397259	91f26832df2e8ae479df9c06f30761192ed84460bbaef7c9d4dd6e9bbb37f636	108	124	block
