# source_id	kind	scope	file	name	feature	file_sha256	item_sha256	start_line	end_line	extraction
benchmark/chiasmus/p1-rbac.ts::interface::ConflictResult	interface	source	benchmark/chiasmus/p1-rbac.ts	ConflictResult	benchmark	a5502d049170146434ee7372b6cec427ab7f9c11196ea77ec25897e20b8902d4	6380da33886bebec488c1322e59f513db2f4efc74e200cf1ae879cf4b496b6cc	10	13	block
benchmark/chiasmus/p1-rbac.ts::interface::Rule	interface	source	benchmark/chiasmus/p1-rbac.ts	Rule	benchmark	a5502d049170146434ee7372b6cec427ab7f9c11196ea77ec25897e20b8902d4	d8ad9fe326827057ddf3fb2b1179f57f1d3cdf6df4def9f0960a00e5365f0e6a	3	8	block
benchmark/chiasmus/p2-deps.ts::interface::DependencyResult	interface	source	benchmark/chiasmus/p2-deps.ts	DependencyResult	benchmark	dd5bc538b9e9064b9a9d1678508827152b29248b6e4abf08faf3288df7c158d7	abe9c13fa94463f35610093fd651d85ecfa5b15a2ecca386db4482aa241ae3fd	3	6	block
benchmark/chiasmus/p3-taint.ts::interface::TaintResult	interface	source	benchmark/chiasmus/p3-taint.ts	TaintResult	benchmark	5957725cfb67ad7460fce2822dde46e8f06dc1491be1eac45ad4afe0e42a7823	21a1ef65b162c2484af035720633109c50fa4f62a539389bd87bab9ce98ccf17	3	6	block
benchmark/chiasmus/p4-workflow.ts::interface::WorkflowResult	interface	source	benchmark/chiasmus/p4-workflow.ts	WorkflowResult	benchmark	b67eb39c45e100c15258d0775295a3ea58027d63dad7da14b5713d3a8c2a0227	dab728d10d876dcb71b0d5d6c310fe03788215559ed6df0db64cde85cd72ffba	3	6	block
benchmark/chiasmus/p5-validation.ts::function::buildGapCheck	function	source	benchmark/chiasmus/p5-validation.ts	buildGapCheck	benchmark	bf33ede9edff2efd8bac5b4bd37514ff72fc089964b87eebdd16d09fe2e02c90	cb6f71f015eafb36fffafe9b972ea1eeb654ccf27d408538d1f813f17e9fb487	44	46	block
benchmark/chiasmus/p5-validation.ts::interface::ValidationGapResult	interface	source	benchmark/chiasmus/p5-validation.ts	ValidationGapResult	benchmark	bf33ede9edff2efd8bac5b4bd37514ff72fc089964b87eebdd16d09fe2e02c90	c3df2926b0a0ed95e53a5944c05397cb7c7efbc1420d329d29838ac4eb6629b0	3	9	block
benchmark/tests/p1-rbac.test.ts::test::Problem 1: RBAC Policy Conflict Detection	test	test	benchmark/tests/p1-rbac.test.ts	Problem 1: RBAC Policy Conflict Detection	benchmark	034e331031e619c2d6ce8488a6505a02b6be8f177239a1cfce4a63612c8e73ac	a45d2b187bce5c09f6668d6ae3ce24e5dcb84df3996ec3a14a8a4ec745c2751e	33	36	block
benchmark/tests/p1-rbac.test.ts::test::detects the auditor read/billing conflict	test	test	benchmark/tests/p1-rbac.test.ts	detects the auditor read/billing conflict	benchmark	034e331031e619c2d6ce8488a6505a02b6be8f177239a1cfce4a63612c8e73ac	b1032b0d3d6a69735295c04debf7f3d0ecd7b8ec73b256b22d271e63ec373176	13	16	block
benchmark/tests/p1-rbac.test.ts::test::finds exactly one conflict in this ruleset	test	test	benchmark/tests/p1-rbac.test.ts	finds exactly one conflict in this ruleset	benchmark	034e331031e619c2d6ce8488a6505a02b6be8f177239a1cfce4a63612c8e73ac	7701740a564e34e1f07aff75e8b54464c5ba96fd457b2c93c86eb5a404f15cfc	26	29	block
benchmark/tests/p1-rbac.test.ts::test::returns the specific conflicting triple	test	test	benchmark/tests/p1-rbac.test.ts	returns the specific conflicting triple	benchmark	034e331031e619c2d6ce8488a6505a02b6be8f177239a1cfce4a63612c8e73ac	37e64405578572c83ccd0cc666254b99bbdd439ee006c94f19d8e5da4df02e58	18	24	block
benchmark/tests/p2-deps.test.ts::test::Problem 2: Package Dependency Resolution	test	test	benchmark/tests/p2-deps.test.ts	Problem 2: Package Dependency Resolution	benchmark	948554965f07ffdadcacbb3b46b300fbea57ccd084823723373ec59bf80d42cb	7a139944e5e30b4331ffa0f661300268104a80f317ccb7936fc8f973e2faf226	48	51	block
benchmark/tests/p2-deps.test.ts::test::all versions are within allowed ranges	test	test	benchmark/tests/p2-deps.test.ts	all versions are within allowed ranges	benchmark	948554965f07ffdadcacbb3b46b300fbea57ccd084823723373ec59bf80d42cb	56a6a6cec22bbf6dde909626db201fc3efb862af2045744a10068ff216c28655	19	25	block
benchmark/tests/p2-deps.test.ts::test::finds a satisfiable assignment	test	test	benchmark/tests/p2-deps.test.ts	finds a satisfiable assignment	benchmark	948554965f07ffdadcacbb3b46b300fbea57ccd084823723373ec59bf80d42cb	d8af26feebf0a21bfe1f6ed58ff29b52b4b8a7e0e2d19d1f208e830d8b3731a3	13	17	block
benchmark/tests/p2-deps.test.ts::test::respects dependency requirements	test	test	benchmark/tests/p2-deps.test.ts	respects dependency requirements	benchmark	948554965f07ffdadcacbb3b46b300fbea57ccd084823723373ec59bf80d42cb	d6e531fd8add66f8fc6635231e1fe196eacda21a6d1158d2e25c88587bd4ec9c	27	35	block
benchmark/tests/p2-deps.test.ts::test::respects incompatibilities	test	test	benchmark/tests/p2-deps.test.ts	respects incompatibilities	benchmark	948554965f07ffdadcacbb3b46b300fbea57ccd084823723373ec59bf80d42cb	7aba1186fa0fcf6647c933720c26c0f2d463b35d6c380aa554d4ba26f34650ae	37	44	block
benchmark/tests/p3-taint.test.ts::test::Problem 3: Data Flow Taint Analysis	test	test	benchmark/tests/p3-taint.test.ts	Problem 3: Data Flow Taint Analysis	benchmark	c329d9e3352710ec21a69937bee92eff4a4b7c241ba1538a208825eb27529540	413855647d2aad500f2e9520e11fe1ca9673115300bba88e2e835b035e84edbc	45	48	block
benchmark/tests/p3-taint.test.ts::test::all three sinks are reachable	test	test	benchmark/tests/p3-taint.test.ts	all three sinks are reachable	benchmark	c329d9e3352710ec21a69937bee92eff4a4b7c241ba1538a208825eb27529540	12fa489d85f52d42dc3486ad97b13d0c920ad36b397224e94fdb520f1c05d009	37	41	block
benchmark/tests/p3-taint.test.ts::test::finds that http_request can reach db_query	test	test	benchmark/tests/p3-taint.test.ts	finds that http_request can reach db_query	benchmark	c329d9e3352710ec21a69937bee92eff4a4b7c241ba1538a208825eb27529540	d0befd4ab4b2b76d767648c68d22ae66f88269e553fd3f47123b437a48261d58	13	19	block
benchmark/tests/p3-taint.test.ts::test::finds that http_request can reach eval_engine	test	test	benchmark/tests/p3-taint.test.ts	finds that http_request can reach eval_engine	benchmark	c329d9e3352710ec21a69937bee92eff4a4b7c241ba1538a208825eb27529540	cdadbe8829fe23bc0c5849b64ddcae2d32369010ffd3bd5961702045a12cd09d	21	27	block
benchmark/tests/p3-taint.test.ts::test::finds that http_request can reach file_write	test	test	benchmark/tests/p3-taint.test.ts	finds that http_request can reach file_write	benchmark	c329d9e3352710ec21a69937bee92eff4a4b7c241ba1538a208825eb27529540	a0ff16e4ecd73d9d4c4a202d6cd92b1c0d1669b534542ea1c45b7c4a75af95ba	29	35	block
benchmark/tests/p4-workflow.test.ts::test::Problem 4: Workflow State Machine Validation	test	test	benchmark/tests/p4-workflow.test.ts	Problem 4: Workflow State Machine Validation	benchmark	b540debd98bedbfcc8e3f17a353797452d4b82faa5c587c4c10ee1f2122962f1	3fe0dc84e5d27b438247bd6308b4a41a80c63233de8ec7c8e995ec0038bcf79d	43	46	block
benchmark/tests/p4-workflow.test.ts::test::does not flag reachable states as unreachable	test	test	benchmark/tests/p4-workflow.test.ts	does not flag reachable states as unreachable	benchmark	b540debd98bedbfcc8e3f17a353797452d4b82faa5c587c4c10ee1f2122962f1	20980830fcd1f378a480086e7bb4252aaba605c59fda11f3fc7adecb7257ef5b	23	30	block
benchmark/tests/p4-workflow.test.ts::test::does not flag states with outgoing transitions as dead-ends	test	test	benchmark/tests/p4-workflow.test.ts	does not flag states with outgoing transitions as dead-ends	benchmark	b540debd98bedbfcc8e3f17a353797452d4b82faa5c587c4c10ee1f2122962f1	8c8898f11e4a39b4276dc978714d714bd7bc15cb5c8a6fb020db9659cae2dbf1	32	39	block
benchmark/tests/p4-workflow.test.ts::test::identifies 	test	test	benchmark/tests/p4-workflow.test.ts	identifies 	benchmark	b540debd98bedbfcc8e3f17a353797452d4b82faa5c587c4c10ee1f2122962f1	77610400da65e933a7baa35e9973be9ed1b810e0aedc938292a9b90c97467764	13	16	block
benchmark/tests/p5-validation.test.ts::test::Problem 5: API Validation Rule Consistency	test	test	benchmark/tests/p5-validation.test.ts	Problem 5: API Validation Rule Consistency	benchmark	424f1dc73c6891a00b0fc1fc5eceecf1bf0e76bc854b93de9fa6d7b9c2aad1d0	9d4be23409425070a010a968392ca4ae9485012385a4458e5390b33e7d8fadd2	55	58	block
benchmark/tests/p5-validation.test.ts::test::finds exactly 2 gaps	test	test	benchmark/tests/p5-validation.test.ts	finds exactly 2 gaps	benchmark	424f1dc73c6891a00b0fc1fc5eceecf1bf0e76bc854b93de9fa6d7b9c2aad1d0	75ce7676c112297311834b099101609c5ba3020820751567a54384173f4eed5e	48	51	block
benchmark/tests/p5-validation.test.ts::test::finds the age gap (frontend allows 13-17, backend rejects)	test	test	benchmark/tests/p5-validation.test.ts	finds the age gap (frontend allows 13-17, backend rejects)	benchmark	424f1dc73c6891a00b0fc1fc5eceecf1bf0e76bc854b93de9fa6d7b9c2aad1d0	099fd0b26c722dbe4f8a9b7821dbe167f2e180bb35b7f7f23658e5a4795cd10e	16	20	block
benchmark/tests/p5-validation.test.ts::test::finds the username_length gap (frontend allows 21-30, backend max 20)	test	test	benchmark/tests/p5-validation.test.ts	finds the username_length gap (frontend allows 21-30, backend max 20)	benchmark	424f1dc73c6891a00b0fc1fc5eceecf1bf0e76bc854b93de9fa6d7b9c2aad1d0	94819c53c2ae7389f1cb35f72c1007b4da87dfa49f8e55a97815ab92cc56c2a0	22	26	block
benchmark/tests/p5-validation.test.ts::test::provides a concrete example for the age gap	test	test	benchmark/tests/p5-validation.test.ts	provides a concrete example for the age gap	benchmark	424f1dc73c6891a00b0fc1fc5eceecf1bf0e76bc854b93de9fa6d7b9c2aad1d0	9c09816ed97dec27a179b45d770884c1cfdc9d81e609e492a1313ba48f894fca	28	36	block
benchmark/tests/p5-validation.test.ts::test::provides a concrete example for the username_length gap	test	test	benchmark/tests/p5-validation.test.ts	provides a concrete example for the username_length gap	benchmark	424f1dc73c6891a00b0fc1fc5eceecf1bf0e76bc854b93de9fa6d7b9c2aad1d0	66a2f4a742f10ed19990d09a8a04e30e54b7d1e52a4c3e890725a86e4fbe0f41	38	46	block
benchmark/traditional/p1-rbac.ts::interface::ConflictResult	interface	source	benchmark/traditional/p1-rbac.ts	ConflictResult	benchmark	1daec547049e12fbfb4424dd452b8559cab8baed672b6861748f8b839bf39f9d	6380da33886bebec488c1322e59f513db2f4efc74e200cf1ae879cf4b496b6cc	8	11	block
benchmark/traditional/p1-rbac.ts::interface::Rule	interface	source	benchmark/traditional/p1-rbac.ts	Rule	benchmark	1daec547049e12fbfb4424dd452b8559cab8baed672b6861748f8b839bf39f9d	d8ad9fe326827057ddf3fb2b1179f57f1d3cdf6df4def9f0960a00e5365f0e6a	1	6	block
benchmark/traditional/p2-deps.ts::function::backtrack	function	source	benchmark/traditional/p2-deps.ts	backtrack	benchmark	af184ffa69f3ce66b542e9cdeeeb17b127d6baa20d3146e94fbed9c2959fa2ba	64507200ac2174f48356af6d58075bbed8f375ddec4eb69bafec7c7b53ceddba	42	56	block
benchmark/traditional/p2-deps.ts::function::isValid	function	source	benchmark/traditional/p2-deps.ts	isValid	benchmark	af184ffa69f3ce66b542e9cdeeeb17b127d6baa20d3146e94fbed9c2959fa2ba	7fd89bdc78fbdef804458544bb5bcfa7fc0bab05dc624bf5519298e50f890ec4	23	40	block
benchmark/traditional/p2-deps.ts::interface::DependencyResult	interface	source	benchmark/traditional/p2-deps.ts	DependencyResult	benchmark	af184ffa69f3ce66b542e9cdeeeb17b127d6baa20d3146e94fbed9c2959fa2ba	abe9c13fa94463f35610093fd651d85ecfa5b15a2ecca386db4482aa241ae3fd	1	4	block
benchmark/traditional/p3-taint.ts::function::reachableFrom	function	source	benchmark/traditional/p3-taint.ts	reachableFrom	benchmark	f08ff0b22af4327c16a256497af97961a3b2b9e004dee52dd65aa61c705eb3d2	dcd310f1c1d530ad9cc9b1bf2610a49cdcf095e9b2de8613df5b1e0dd571b909	19	31	block
benchmark/traditional/p3-taint.ts::interface::TaintResult	interface	source	benchmark/traditional/p3-taint.ts	TaintResult	benchmark	f08ff0b22af4327c16a256497af97961a3b2b9e004dee52dd65aa61c705eb3d2	21a1ef65b162c2484af035720633109c50fa4f62a539389bd87bab9ce98ccf17	1	4	block
benchmark/traditional/p4-workflow.ts::interface::WorkflowResult	interface	source	benchmark/traditional/p4-workflow.ts	WorkflowResult	benchmark	3296be6fa797e18839ad6a458a95328507928598e6efe946406a39d8a8789135	dab728d10d876dcb71b0d5d6c310fe03788215559ed6df0db64cde85cd72ffba	1	4	block
benchmark/traditional/p5-validation.ts::interface::ValidationGapResult	interface	source	benchmark/traditional/p5-validation.ts	ValidationGapResult	benchmark	a32b61253aa397860d17223ac634e8e4bd15cfdda1cff1f5b481c98b8ffbe72b	c3df2926b0a0ed95e53a5944c05397cb7c7efbc1420d329d29838ac4eb6629b0	1	7	block
src/config.ts::function::loadConfig	function	source	src/config.ts	loadConfig	config	5c3954dce8f67a43f12f300a8f68367b15f3c4bf10bdc70ba33656681876c686	b53c1168c96475a5d1c4b20ddce62935a1f098ab9b774772ecc0e00881d59a4f	14	26	block
src/config.ts::interface::ChiasmusConfig	interface	source	src/config.ts	ChiasmusConfig	config	5c3954dce8f67a43f12f300a8f68367b15f3c4bf10bdc70ba33656681876c686	087d20c06731f3643496200d93c7d2e83f6d037a2fcd2abc8747937fe8c269bf	4	7	block
src/formalize/engine.ts::class::FormalizationEngine	class	source	src/formalize/engine.ts	FormalizationEngine	formalize	a5bc42c9d8fe8c9163816793b237a4b670b17a52bfab8c55ec2fe529d55c4dec	04bf17b5c32c5a6d743b02f004cdd632a3429833293992b4f38b6954164fce26	44	254	block
src/formalize/engine.ts::const::FIX_SYSTEM	const	source	src/formalize/engine.ts	FIX_SYSTEM	formalize	a5bc42c9d8fe8c9163816793b237a4b670b17a52bfab8c55ec2fe529d55c4dec	edf54c1acd67a0a2cc16ec8830132c5671df19d2c98b76c7ebe50881e7651641	37	38	line
src/formalize/engine.ts::const::FORMALIZE_SYSTEM	const	source	src/formalize/engine.ts	FORMALIZE_SYSTEM	formalize	a5bc42c9d8fe8c9163816793b237a4b670b17a52bfab8c55ec2fe529d55c4dec	5e796dc147d86d79525919211b7c06c4ff2f7ef72ee69b391be86a8da78bbbf3	27	28	line
src/formalize/engine.ts::interface::FormalizeResult	interface	source	src/formalize/engine.ts	FormalizeResult	formalize	a5bc42c9d8fe8c9163816793b237a4b670b17a52bfab8c55ec2fe529d55c4dec	f94672068ae4043a0fcf4c39f4af2a9bee47200e5c4bea9331c9c7dedf717658	11	14	block
src/formalize/engine.ts::interface::SolveResult	interface	source	src/formalize/engine.ts	SolveResult	formalize	a5bc42c9d8fe8c9163816793b237a4b670b17a52bfab8c55ec2fe529d55c4dec	101b448c54bdfab0b427ad73d213e4e6e11731015e9385aa5cb2cce5873590fb	17	25	block
src/formalize/engine.ts::method::FormalizationEngine.constructor	method	source	src/formalize/engine.ts	FormalizationEngine.constructor	formalize	a5bc42c9d8fe8c9163816793b237a4b670b17a52bfab8c55ec2fe529d55c4dec	0906c9387a3277b5d938b076a7bd0012108fe6b740f0415c4f1ed1a92b2441c2	45	48	block
src/formalize/feedback.ts::function::classifyFeedback	function	source	src/formalize/feedback.ts	classifyFeedback	formalize	e50cb36d7a79492c6170046aabfe52ec44b5ed07fadbcdba92b65fc3b1f3f1bf	070392fdb552217c1c215f3070cd6a004579788f2d10abffdd151caa288991c6	8	48	block
src/formalize/feedback.ts::function::core	function	source	src/formalize/feedback.ts	core	formalize	e50cb36d7a79492c6170046aabfe52ec44b5ed07fadbcdba92b65fc3b1f3f1bf	d4b324226d2b763c7995d47bc5cf326fb5f28854c7cf731a029b4a68a46700a7	15	18	block
src/formalize/validate.ts::function::lintProlog	function	source	src/formalize/validate.ts	lintProlog	formalize	3327efc19484ba1c76b3c5d95eb719979a5751bbf438934f1a6e7ba311b211e2	329ea75724834067b796940b8316e72755881aefefc7b404e8db23fc7f96df51	114	154	block
src/formalize/validate.ts::function::lintSmtlib	function	source	src/formalize/validate.ts	lintSmtlib	formalize	3327efc19484ba1c76b3c5d95eb719979a5751bbf438934f1a6e7ba311b211e2	78fb42c86c2045354bbe9bc1d48528418857b54bcd5e9814d616b54d79419554	53	112	block
src/formalize/validate.ts::function::lintSpec	function	source	src/formalize/validate.ts	lintSpec	formalize	3327efc19484ba1c76b3c5d95eb719979a5751bbf438934f1a6e7ba311b211e2	9c9707a0e4609ff34198e67657c21f04b312d34e913548882d34caf18a441189	16	51	block
src/formalize/validate.ts::interface::LintResult	interface	source	src/formalize/validate.ts	LintResult	formalize	3327efc19484ba1c76b3c5d95eb719979a5751bbf438934f1a6e7ba311b211e2	c10f9250d61eb8372a9c5aef4d7d17b3642af7b4219428fa2714a59c1397bfad	3	10	block
src/graph/adapter-registry.ts::function::clearAdapters	function	source	src/graph/adapter-registry.ts	clearAdapters	graph	14fd6d73738c6e1d2aa2832bb92809f5f506c282c97450d139c6930fc029d428	654021bbbe9d26b4a2154fdd60b83c88f9ca3ae42db4c43c64e24f8195a3910b	40	44	block
src/graph/adapter-registry.ts::function::getAdapter	function	source	src/graph/adapter-registry.ts	getAdapter	graph	14fd6d73738c6e1d2aa2832bb92809f5f506c282c97450d139c6930fc029d428	b5d038181fbdab6f252f5c43bde8a8cd581545b6c581c5f800c4d82fd2963548	23	25	block
src/graph/adapter-registry.ts::function::getAdapterExtensions	function	source	src/graph/adapter-registry.ts	getAdapterExtensions	graph	14fd6d73738c6e1d2aa2832bb92809f5f506c282c97450d139c6930fc029d428	2a303409cfb7a60688cd7a90924c0239ddb17ba742ace2dc34cd3997218553f0	35	37	block
src/graph/adapter-registry.ts::function::getAdapterForExt	function	source	src/graph/adapter-registry.ts	getAdapterForExt	graph	14fd6d73738c6e1d2aa2832bb92809f5f506c282c97450d139c6930fc029d428	0abddddc0e1eddc833552cb078f561ff0ac5d634de7131ce52028f4adde1f146	28	32	block
src/graph/adapter-registry.ts::function::isLanguageAdapter	function	source	src/graph/adapter-registry.ts	isLanguageAdapter	graph	14fd6d73738c6e1d2aa2832bb92809f5f506c282c97450d139c6930fc029d428	e1ff57ff16fe02fac384833e941bf2a11257c4e674b5f8f27edf12ea28719727	154	163	block
src/graph/adapter-registry.ts::function::registerAdapter	function	source	src/graph/adapter-registry.ts	registerAdapter	graph	14fd6d73738c6e1d2aa2832bb92809f5f506c282c97450d139c6930fc029d428	9d7637cb424ba6b6b788365c8144fe28ea5c3e92a5c2c12193b64e43a49ef930	14	20	block
src/graph/adapter-registry.ts::function::registerFromModule	function	source	src/graph/adapter-registry.ts	registerFromModule	graph	14fd6d73738c6e1d2aa2832bb92809f5f506c282c97450d139c6930fc029d428	6a5d5b48e011de5e3fe560de5f05c8f63258d1d93aa729e7fcc338f40dada675	129	152	block
src/graph/analyses.ts::function::buildQuery	function	source	src/graph/analyses.ts	buildQuery	graph	1a4cdeab75c093966b58e44f545540e18455e2f9ad3e1ef1c6a3d7798c5db19e	9356e9ed16a79ef166533a8a1fcc8cda7fd79cc97b0d1c25075b28bc84a451eb	107	138	block
src/graph/analyses.ts::function::buildSummary	function	source	src/graph/analyses.ts	buildSummary	graph	1a4cdeab75c093966b58e44f545540e18455e2f9ad3e1ef1c6a3d7798c5db19e	dc108f56f70e1025f9e61e447beca299373d539a0b813bc9357aff81eb24b753	93	105	block
src/graph/analyses.ts::function::extractUniqueValues	function	source	src/graph/analyses.ts	extractUniqueValues	graph	1a4cdeab75c093966b58e44f545540e18455e2f9ad3e1ef1c6a3d7798c5db19e	c3ed3ec3686479abd9cc0953b9c7efa4ccfc7f2eca7b25ac6f347e9588963c89	180	191	block
src/graph/analyses.ts::function::formatResult	function	source	src/graph/analyses.ts	formatResult	graph	1a4cdeab75c093966b58e44f545540e18455e2f9ad3e1ef1c6a3d7798c5db19e	f8942b84d3b7dcdbbaa4cd9c267eed58997376fd132b905b96f8b78f731176e1	140	178	block
src/graph/analyses.ts::interface::AnalysisRequest	interface	source	src/graph/analyses.ts	AnalysisRequest	graph	1a4cdeab75c093966b58e44f545540e18455e2f9ad3e1ef1c6a3d7798c5db19e	5a672d487efb76b4135213996811a2e82ab7a680fe287b9cca7920b909d5d54b	12	18	block
src/graph/analyses.ts::interface::AnalysisResult	interface	source	src/graph/analyses.ts	AnalysisResult	graph	1a4cdeab75c093966b58e44f545540e18455e2f9ad3e1ef1c6a3d7798c5db19e	d896e5ee30b9f36ad7c00a8b10d8b3584f21a31707f4b1f84869fd157c250cd4	20	23	block
src/graph/analyses.ts::type::AnalysisType	type	source	src/graph/analyses.ts	AnalysisType	graph	1a4cdeab75c093966b58e44f545540e18455e2f9ad3e1ef1c6a3d7798c5db19e	3b87c81bc08de9935ce77da9642aaf14531a6df63fb8cb04c2f61d55f1a46539	8	11	line
src/graph/extractor.ts::function::cljDefnName	function	source	src/graph/extractor.ts	cljDefnName	graph	af1ad5d24dd60e7b822449beb250f6e70565eb1e200d729a5220c71f12ec9234	237d6235c46bb9946f7fee1a61df4e8b8cd39af5fec07f26a2648bb717476a4d	673	697	block
src/graph/extractor.ts::function::cljExtractCalls	function	source	src/graph/extractor.ts	cljExtractCalls	graph	af1ad5d24dd60e7b822449beb250f6e70565eb1e200d729a5220c71f12ec9234	9fcc847337ab8a80b8e7b27a1a52343bfd64f535913021d794ec62a990d7a456	812	845	block
src/graph/extractor.ts::function::cljExtractNs	function	source	src/graph/extractor.ts	cljExtractNs	graph	af1ad5d24dd60e7b822449beb250f6e70565eb1e200d729a5220c71f12ec9234	606fd8851ae2018cd352979ab363785f100d6d9ead87002a42883a9ce8881e90	700	759	block
src/graph/extractor.ts::function::cljSymName	function	source	src/graph/extractor.ts	cljSymName	graph	af1ad5d24dd60e7b822449beb250f6e70565eb1e200d729a5220c71f12ec9234	6e0aa49947e393476e5e194e0f7c56009e147126f417f4696a75b82c8121f389	662	670	block
src/graph/extractor.ts::function::extractGoCalls	function	source	src/graph/extractor.ts	extractGoCalls	graph	af1ad5d24dd60e7b822449beb250f6e70565eb1e200d729a5220c71f12ec9234	26c8f1b09f004c49018ca5a93c5966fe9a4725750777b21fa0fdff9b0bd290ce	587	611	block
src/graph/extractor.ts::function::extractGoReceiverType	function	source	src/graph/extractor.ts	extractGoReceiverType	graph	af1ad5d24dd60e7b822449beb250f6e70565eb1e200d729a5220c71f12ec9234	da4c4b35d64e8e2db2fb27e324b1f1eae38e4f5f33b8170d6bcd220ca98a23ce	634	657	block
src/graph/extractor.ts::function::extractImportNames	function	source	src/graph/extractor.ts	extractImportNames	graph	af1ad5d24dd60e7b822449beb250f6e70565eb1e200d729a5220c71f12ec9234	9c93ad011d8918ca9a546c99ae6daa5e051068eef65528c1300ff2c3cc29da9c	269	304	block
src/graph/extractor.ts::function::extractStringContent	function	source	src/graph/extractor.ts	extractStringContent	graph	af1ad5d24dd60e7b822449beb250f6e70565eb1e200d729a5220c71f12ec9234	1ec17a5bf2e95603cb1ea113d2c6c348e864aad58affe9d226e091794a9d7528	307	321	block
src/graph/extractor.ts::function::findEnclosingClassName	function	source	src/graph/extractor.ts	findEnclosingClassName	graph	af1ad5d24dd60e7b822449beb250f6e70565eb1e200d729a5220c71f12ec9234	6142f4bd58b41c653d83725979fa0debaa2561b5ebecb06aa12e31c4aa101ebf	253	266	block
src/graph/extractor.ts::function::findPythonEnclosingClass	function	source	src/graph/extractor.ts	findPythonEnclosingClass	graph	af1ad5d24dd60e7b822449beb250f6e70565eb1e200d729a5220c71f12ec9234	054b58667d8a90ab738b121ceae2e917d49a58e857ce1dc36f97adff99e01a01	473	486	block
src/graph/extractor.ts::function::resolveCallee	function	source	src/graph/extractor.ts	resolveCallee	graph	af1ad5d24dd60e7b822449beb250f6e70565eb1e200d729a5220c71f12ec9234	16391e1479a81a8aa537e827d9f0c0397c64981b2dbd632db08399ec70f4500b	228	250	block
src/graph/extractor.ts::function::resolveGoCallee	function	source	src/graph/extractor.ts	resolveGoCallee	graph	af1ad5d24dd60e7b822449beb250f6e70565eb1e200d729a5220c71f12ec9234	c3cc821ec4b14f66d8bf2534170fd582341eee5df1bd4a03852a0599b7aa0757	614	631	block
src/graph/extractor.ts::function::resolvePythonCallee	function	source	src/graph/extractor.ts	resolvePythonCallee	graph	af1ad5d24dd60e7b822449beb250f6e70565eb1e200d729a5220c71f12ec9234	058e3b9e6728e11c94ced03be3e1c355a8e32cd9d62ffad012a5611bf906c8ac	453	470	block
src/graph/extractor.ts::function::walkChildren	function	source	src/graph/extractor.ts	walkChildren	graph	af1ad5d24dd60e7b822449beb250f6e70565eb1e200d729a5220c71f12ec9234	e61bf5f46b6a3d47158cd42bc0637063f6be3abd1a52a54333a07fafa57cbecc	210	225	block
src/graph/extractor.ts::function::walkClojure	function	source	src/graph/extractor.ts	walkClojure	graph	af1ad5d24dd60e7b822449beb250f6e70565eb1e200d729a5220c71f12ec9234	e647ddf65cfa4a1545e6422b10c5244f656b070072fe5710baf5ec01c9af0cd7	762	809	block
src/graph/extractor.ts::function::walkGo	function	source	src/graph/extractor.ts	walkGo	graph	af1ad5d24dd60e7b822449beb250f6e70565eb1e200d729a5220c71f12ec9234	92e4b516473fe2f81e1e634f9d200603381b76ecdf152950ef19368d3df3ceb1	490	584	block
src/graph/extractor.ts::function::walkNode	function	source	src/graph/extractor.ts	walkNode	graph	af1ad5d24dd60e7b822449beb250f6e70565eb1e200d729a5220c71f12ec9234	289653f3db0d18ab7f8f9028157a593ec68949557e29419f9ed8a817380f91a4	52	208	block
src/graph/extractor.ts::function::walkPython	function	source	src/graph/extractor.ts	walkPython	graph	af1ad5d24dd60e7b822449beb250f6e70565eb1e200d729a5220c71f12ec9234	94ca911521b3a2c856d4faa7227311166fdd57fdff1e1dc5da72f8dd1cfc561c	325	434	block
src/graph/extractor.ts::function::walkPythonChildren	function	source	src/graph/extractor.ts	walkPythonChildren	graph	af1ad5d24dd60e7b822449beb250f6e70565eb1e200d729a5220c71f12ec9234	33dc3daf254b203661b3a3a908faa8353c5994279a102c02141131cb4a53b739	436	450	block
src/graph/facts.ts::const::BUILTIN_RULES	const	source	src/graph/facts.ts	BUILTIN_RULES	graph	c13ea4867fa2188c39180e60e9be1eae12e38078b182dd3561f61acdf414b8d3	f4a2265f2743d1a4a4d31b00d57952741da6f42d50d980b8f139b3cc5fd8845d	14	18	line
src/graph/facts.ts::function::escapeAtom	function	source	src/graph/facts.ts	escapeAtom	graph	c13ea4867fa2188c39180e60e9be1eae12e38078b182dd3561f61acdf414b8d3	3d5bab0d381cc4c00ae3fa26b0a55947d3ee91269ca4415b1a0274fd30b249ac	4	11	block
src/graph/facts.ts::function::graphToProlog	function	source	src/graph/facts.ts	graphToProlog	graph	c13ea4867fa2188c39180e60e9be1eae12e38078b182dd3561f61acdf414b8d3	0c8ef9edee626735062c33904a16c41fe770684f1c98eb44fb4a52a6f14d4169	38	98	block
src/graph/mermaid.ts::const::FLOWCHART_RULES	const	source	src/graph/mermaid.ts	FLOWCHART_RULES	graph	dc69e7bc23d8af02f19341002aca111664c9006d3f7211c4eb361e7f8424ed60	dbbe380bc4e93b09f7f71eddb86ab9c934c0be76ebe4e7a025c46fe459a39991	22	30	line
